"인천광역시","계","35~39",25483,-,457,8484,6295,8767,1480,-
"인천광역시","계","40~44",23655,-,675,10195,4712,6697,1376,-
"인천광역시","계","45~49",26709,102,1219,14396,3990,5723,1279,-
"인천광역시","계","50~54",27592,163,2310,16242,2887,4922,1068,-
"인천광역시","계","55~59",30473,843,4391,17976,2245,4165,853,-
"인천광역시","계","60~64",31801,1815,7328,17881,1573,2540,664,-
"인천광역시","계","65~69",22911,4921,5628,9784,770,1432,376,-
"인천광역시","계","70~74",18468,6711,3970,4700,284,899,175,1729
"인천광역시","계","75~79",15499,6725,2585,2377,139,583,118,2972
"인천광역시","계","80~84",11459,5010,1446,1262,62,241,55,3383
"인천광역시","계","85세 이상",7961,3469,850,637,64,143,25,2773
"인천광역시","남자","합계",168675,6290,13908,69910,26162,45155,6250,1000
"인천광역시","남자","20세 미만",1130,-,32,547,215,336,-,-
"인천광역시","남자","20~24",7565,-,131,2565,1689,3108,72,-
"인천광역시","남자","25~29",19485,-,245,4788,5085,8397,970,-
"인천광역시","남자","30~34",18969,-,140,4340,4421,8960,1108,-
"인천광역시","남자","35~39",17076,-,324,5632,4150,6114,856,-
"인천광역시","남자","40~44",15500,-,489,6570,3103,4690,648,-
"인천광역시","남자","45~49",17368,71,858,9308,2617,3860,654,-
"인천광역시","남자","50~54",17090,85,1323,10011,1870,3157,644,-
"인천광역시","남자","55~59",16753,405,2090,9650,1399,2746,463,-
"인천광역시","남자","60~64",14901,638,3073,8174,956,1656,404,-
"인천광역시","남자","65~69",9335,1438,2054,4350,403,891,199,-
"인천광역시","남자","70~74",5969,1294,1374,2149,136,586,115,315
"인천광역시","남자","75~79",3823,1033,962,1025,74,397,77,255
"인천광역시","남자","80~84",2247,753,464,599,10,170,23,228
"인천광역시","남자","85세 이상",1464,573,349,202,34,87,17,202
"인천광역시","여자","합계",156166,23469,17929,54126,17778,27982,5025,9857
"인천광역시","여자","20세 미만",1339,-,54,424,281,580,-,-
"인천광역시","여자","20~24",9735,-,145,2459,2970,4037,124,-
"인천광역시","여자","25~29",14732,-,136,2905,3722,7292,677,-
"인천광역시","여자","30~34",9875,-,95,2074,2536,4315,855,-
"인천광역시","여자","35~39",8407,-,133,2852,2145,2653,624,-
"인천광역시","여자","40~44",8155,-,186,3625,1609,2007,728,-
"인천광역시","여자","45~49",9341,31,361,5088,1373,1863,625,-
"인천광역시","여자","50~54",10502,78,987,6231,1017,1765,424,-
"인천광역시","여자","55~59",13720,438,2301,8326,846,1419,390,-
"인천광역시","여자","60~64",16900,1177,4255,9707,617,884,260,-
"인천광역시","여자","65~69",13576,3483,3574,5434,367,541,177,-
"인천광역시","여자","70~74",12499,5417,2596,2551,148,313,60,1414
"인천광역시","여자","75~79",11676,5692,1623,1352,65,186,41,2717
"인천광역시","여자","80~84",9212,4257,982,663,52,71,32,3155
"인천광역시","여자","85세 이상",6497,2896,501,435,30,56,8,2571
"광주광역시","계","합계",193948,16915,15492,58336,25543,61704,9350,6608
"광주광역시","계","20세 미만",2761,-,85,1011,340,1325,-,-
"광주광역시","계","20~24",17982,-,82,3073,2879,11598,350,-
"광주광역시","계","25~29",23291,-,139,4416,4035,13332,1369,-
"광주광역시","계","30~34",17700,-,120,3231,3599,9124,1626,-
"광주광역시","계","35~39",15817,-,220,4117,3722,6610,1148,-
"광주광역시","계","40~44",13684,-,304,4571,3333,4548,928,-
"광주광역시","계","45~49",14641,11,560,6320,2698,4025,1027,-
"광주광역시","계","50~54",14868,69,988,7057,1892,3822,1040,-
"광주광역시","계","55~59",15300,390,2178,7702,1327,2969,734,-
"광주광역시","계","60~64",15680,903,3526,7870,841,1900,640,-
"광주광역시","계","65~69",11841,2912,2592,4700,477,954,206,-
"광주광역시","계","70~74",10222,3908,2272,2085,212,633,188,924
"광주광역시","계","75~79",9110,3961,1448,1285,110,377,55,1874
"광주광역시","계","80~84",6657,2890,638,615,64,313,30,2107
"광주광역시","계","85세 이상",4394,1871,340,283,14,174,9,1703
"광주광역시","남자","합계",96817,3275,5773,31386,14649,35992,5212,530
"광주광역시","남자","20세 미만",1231,-,45,484,178,524,-,-
"광주광역시","남자","20~24",7548,-,43,1461,1218,4706,120,-
"광주광역시","남자","25~29",12753,-,75,2692,2257,7057,672,-
"광주광역시","남자","30~34",11320,-,76,2207,2173,5882,982,-
"광주광역시","남자","35~39",10407,-,141,2741,2309,4546,670,-
"광주광역시","남자","40~44",9019,-,119,3041,2170,3240,449,-
"광주광역시","남자","45~49",9456,11,372,3958,1738,2756,621,-
"광주광역시","남자","50~54",8933,14,466,4136,1157,2618,542,-
